债券ID,申万一级行业,申万二级行业,债券全称,债券简称,发行主体
031490768.IB,建筑装饰,基础建设,中铁十五局集团有限公司2014年度第一期非公开定向债务融资工具,14铁十五PPN001,中铁十五局集团有限公司
031490795.IB,公用事业,电力,四川省港航开发有限责任公司2014年度第一期非公开定向债务融资工具,14川港航PPN001,四川省港航开发有限责任公司
031490924.IB,公用事业,电力,太仓港协鑫发电有限公司2014年度第二期非公开定向债务融资工具,14协鑫发电PPN002,太仓港协鑫发电有限公司
031559024.IB,房地产,房地产开发,宜昌市房地产投资开发有限公司2015年度第一期非公开定向债务融资工具,15宜昌房投PPN001,宜昌市房地产投资开发有限公司
031559027.IB,有色金属,0,宁夏晟晏实业集团有限公司2015年度第一期非公开定向债务融资工具,15晟晏PPN001,宁夏晟晏实业集团有限公司
031559043.IB,交通运输,物流,浙江省交通工程建设集团有限公司2015年度第一期非公开定向债务融资工具,15浙江交工PPN001,浙江省交通工程建设集团有限公司
031560042.IB,综合,综合Ⅱ,青岛国信发展(集团)有限责任公司2015年度第一期非公开定向债务融资工具,15青岛国信PPN001,青岛国信发展(集团)有限责任公司
031564144.IB,建筑装饰,基础建设,江西省建工集团有限责任公司2015年度第二期非公开定向债务融资工具,15赣建工PPN002,江西省建工集团有限责任公司
041554073.IB,建筑装饰,基础建设,中国水利水电第十四工程局有限公司2015年度第一期短期融资券,15水利十四CP001,中国水利水电第十四工程局有限公司
041554078.IB,综合,综合Ⅱ,成都工业投资集团有限公司2015年度第一期短期融资券,15蓉工投CP001,成都工业投资集团有限公司
041558083.IB,综合,综合Ⅱ,上海同盛投资(集团)有限公司2015年度第一期短期融资券,15同盛CP001,上海同盛投资(集团)有限公司
041560083.IB,电气设备,电源设备,阳光电源股份有限公司2015年度第一期短期融资券,15阳光电源CP001,阳光电源股份有限公司
041560084.IB,综合,综合Ⅱ,厦门百城建设投资有限公司2015年度第一期短期融资券,15百城CP001,厦门百城建设投资有限公司
041561042.IB,公用事业,0,广东南海控股投资有限公司2015年度第一期短期融资券,15粤南海CP001,广东南海控股投资有限公司
041564044.IB,综合,综合Ⅱ,安徽国祯集团股份有限公司2015年度第一期短期融资券,15国祯集CP001,安徽国祯集团股份有限公司
041566021.IB,公用事业,水务,深圳市水务(集团)有限公司2015年度第二期短期融资券,15深水务CP002,深圳市水务(集团)有限公司
041651001.IB,化工,化学纤维,新凤鸣集团股份有限公司2016年度第一期短期融资券,16新凤鸣CP001,新凤鸣集团股份有限公司
041655010.IB,公用事业,水务,广西绿城水务股份有限公司2016年度第一期短期融资券,16绿城水务CP001,广西绿城水务股份有限公司
